peaks_diff,period,oxigen_per_lit
658,2.942149554,0.143939799
538.4166667,0.855529461,2.295451505
440.5333333,3.352831027,1.252735786
400.5,3.225484822,1.341309365
423,3.881275626,1.210013378
381.8,2.924324246,1.226829431
458.1,2.969499884,1.530413043
466.15,2.854294688,1.421538462
484.25,2.85101438,1.510346154
436,2.841174424,1.597284281
463.2,3.071465182,1.42979097
479.7,3.235397169,1.319759197
500.8,2.974995729,1.608240803
593.8,3.062949907,1.770060201
636.8,3.061808376,1.757979933
638,3.089818973,1.498717391
520.2333333,2.884590972,1.750939799
597.8,2.93278421,1.900981605
649,3.008495873,1.751172241
574.3,2.835141117,1.91156689
561.8666667,2.736221215,2.192217391
619.5,2.589112787,2.220356187
655.7333333,2.722548964,2.0865301
684.7333333,2.740137888,2.232958194
668.8333333,2.382189865,2.530302676
711.8333333,2.292558658,2.853413043
644.0714286,2.381444778,2.689489967
749,2.613958815,2.562692308
776,2.234755508,2.918637124
797.2142857,2.245643763,3.182973244
767.8571429,2.264864313,2.966799331
818.5714286,2.211411011,3.403466555
829.25,2.06868936,3.564389632
851.7142857,2.179832324,3.578989967
826.5238095,2.352787019,3.29129097
809.8571429,2.113903936,3.940575251
824.3928571,2.003621906,3.985961538
840,1.982258244,4.368774247
834.25,1.958445635,3.477784281
823.6666667,1.796479977,4.649839465
796.8888889,1.683657104,4.723143813
813.3194444,1.656316398,5.181603679
835.125,1.817945314,5.287841137
792.25,1.831018534,5.058936455
824,1.50228806,6.116476589
825.3777778,1.565871165,6.543274247
800.8666667,1.549980034,6.740157191
783.6,1.517259113,6.535237458
779.7272727,1.380038135,6.807535117
738.3846154,1.165330563,7.763906355
660.7380952,0.981315021,8.728185619
743.4,1.2042438,10.31222121
188.6666667,3.29144732,0.35373913
345.1,3.234976468,2.02348495
356.3333333,2.919307113,1.504153846
405.5,2.974217771,1.677998328
398.4,2.931616178,1.923198997
436.2333333,2.631730261,2.069444816
384.0238095,2.373142457,2.08922408
479.6333333,2.710487668,2.03335786
501.6666667,2.251106497,2.955929766
444.0238095,2.463664391,2.481722408
475.7857143,2.065178017,2.739498328
454.6904762,2.385038109,2.5780301
453,2.142606153,2.711011706
424.0357143,2.047906264,2.809143813
463.3571429,2.19435454,2.726307692
500.1428571,2.105182034,2.872312709
796,6.933431697,0.648063545
367.5,2.913929229,2.677545151
355.6,2.889088512,1.512123746
436,2.598548655,2.145227425
494.8333333,2.488063712,2.614234114
519.2666667,2.678871222,2.376399666
533.6,2.52467363,2.492272575
519.1666667,2.533709425,2.642347826
520.6666667,2.446449548,2.664301003
537.5,2.585191879,2.716421405
555.6666667,2.499534097,2.624091973
497.6190476,2.33358729,2.644867893
530.1190476,2.299757054,2.504448161
529.6666667,2.333198285,2.894446488
539.5,2.53507526,2.523541806
496.4666667,2.805484548,2.441158863
523.3333333,2.558599541,2.740576923
513.6666667,2.917755492,0.936782609
411.5,6.756611738,3.745401338
429.5,3.033113569,2.471160535
546.25,5.971796919,2.642720736
525.9027778,1.705623911,3.903076923
513.4444444,1.475027058,4.278446488
613.375,1.558566016,4.391745819
661.9111111,1.556571486,4.894640468
589.4272727,1.423096739,5.578282609
600.3131313,1.443475611,5.17109699
636.1818182,1.42192952,5.420571906
677.9363636,1.424631491,5.446317726
650.7,1.376295699,5.976630435
650.4454545,1.364793231,5.507198997
684.6666667,1.532010614,5.413523411
646.0909091,1.41008481,5.436842809
674.0454545,1.43284546,6.163008361
694.0394737,0.811897024,3.674434783
316.3333333,0.656657894,1.545603679
356.75,3.516126847,0.807431438
513.25,3.84991093,1.443617057
526.5,4.41482829,1.530851171
593.0833333,4.50765512,1.886195652
511.3333333,3.621270773,1.793603679
600.75,3.457786784,2.209794314
596.8,3.549569868,2.043255853
598,3.336155313,1.982673913
636.5,3.54834831,2.282056856
591.3,3.380674256,2.235267559
639.9,3.542406789,2.139090301
615.75,3.459745573,2.087468227
507.35,3.453616574,2.139356187
584.15,3.38407024,2.047521739
632.5,3.487068999,1.871618729
477.6,2.905067872,1.959431438
836,9.224710343,0.155919732
334.5,2.476058627,2.097451505
71,8.665988992,1.395729097
374.4666667,2.513050519,1.708851171
312.3666667,2.089053204,1.288498328
369.0833333,3.697954023,1.202784281
383.7,3.394551239,1.26664214
421,3.093136102,1.550287625
384,3.958726037,1.248702341
238.5,11.46230863,1.356481605
421.3333333,6.663624259,1.176214047
319.6,2.915271816,1.406392977
370.5,3.264355186,1.102976589
411.25,2.900971287,1.584180602
365,3.064328033,1.401536789
706.5454545,1.16322746,2.21635786
234.7666667,2.413879007,1.34433612
452,3.041023094,1.521038462
574.25,3.550239188,1.911197324
646.75,3.733784295,1.992389632
647.8,2.893464131,2.473076923
503.6666667,2.684476853,2.364145485
736.5,7.310634642,2.123938127
603,3.712619052,1.684764214
769.35,3.591647121,2.203605351
740,3.224720231,2.388217391
627.2,2.850132363,2.151841137
596.3666667,2.628501461,2.498688963
550.1,2.531075979,2.612013378
534.6666667,2.652613828,2.441719064
565.1666667,2.834657831,2.371108696
397.5,8.701134301,2.806555184
370.5,6.347838146,1.098085284
336.5,2.437292552,1.352528428
410.1428571,1.826087781,1.7954699
277.1904762,2.477171677,1.427297659
234.4285714,2.287767689,1.845561873
246.45,4.102937371,1.259346154
328.25,2.337692453,1.607702341
333.4,2.79046042,2.056551839
349.0238095,2.115618485,1.987602007
488,4.133858985,2.077622074
409.6666667,4.154355727,2.064603679
296.5,2.059097007,2.209754181
432.7638889,1.521567094,2.981411371
339,8.374253634,2.53051505
405.2,2.917168614,2.484481605
489.85,1.462682967,3.071981605
476.8888889,1.444040171,3.320765886
444.275,1.478167779,3.243053512
486.5,1.45993469,3.26811204
453.5777778,1.472697955,3.357531773
552.5,2.911154136,4.387702341
480.4666667,1.453966365,3.853205686
374.1414141,1.455567787,3.721274247
465.8888889,1.472051653,4.29851505
406.2727273,1.469432164,4.15941806
458.3444444,1.465221649,3.945494983
547.9,1.498719819,4.03809699
497,1.480053573,4.347245819
560,1.491737527,4.636214047
550.5530303,1.257238607,4.54982107
612.1666667,1.394215649,5.173086957
461.2272727,1.469806054,5.022769231
491.7909091,1.467529746,5.292795987
556.7454545,1.465804111,5.351076923
599.4,1.484993092,5.340963211
581.5075758,1.289142782,5.598511706
597.034965,1.152420682,6.406630435
594.5,1.45952211,5.566615385
643.1545455,1.455452864,5.937953177
691.9,1.428956352,6.214147157
700.2454545,1.445648103,6.590573579
756.6565657,1.452658561,6.339832776
651.7777778,1.272057613,7.236521739
735.6363636,1.346136427,6.73227592
751.6923077,1.179348622,7.613971572
820.9285714,1.058996661,8.038856187
655.75,2.13725161,8.207926421
616.0274725,1.098124927,8.184451505
754.2142857,1.087860606,8.086397993
688.6111111,2.158768168,9.058117057
814.6,1.914010719,8.219531773
400,5.04017144,2.693879599
191.5,9.066919041,1.352896321
277.9666667,2.763004892,1.560377926
281.1666667,2.544615621,1.521093645
514.5,7.045332413,1.728896321
427.65,2.273337682,1.917523411
386,2.305101146,1.835583612
348.1428571,2.278752836,2.064538462
258.5833333,2.600673229,1.832533445
364.8571429,2.091002263,2.013431438
383.9285714,2.152678784,2.130463211
319.0833333,2.619077659,1.677727425
506.0357143,1.452091146,2.878673913
284.1428571,2.1339076,2.749744147
364.5714286,2.136556239,2.590988294
447.8888889,1.728844367,3.235294314
431.275,1.470478117,2.836551839
373,6.439784,3.815456522
396.2666667,1.446359671,3.617501672
457.7,1.47773727,3.434625418
445.1,1.457404522,3.814719064
460.2222222,1.536614528,3.833294314
792.5,2.953306909,3.763063545
310.3,1.450774692,4.078655518
393.7,1.454189565,4.010889632
349.6,1.466251865,4.244438127
432.6,1.478558634,4.429501672
530.3333333,1.50816719,4.233108696
692.8,1.457289167,4.370908027
621.5090909,1.482522106,4.836677258
599.5,1.500863733,5.233143813
778.6888889,1.489511427,5.201789298
681.325,1.478325511,5.148038462
720.1909091,1.463125532,5.455816054
752.8,1.467872226,5.550461538
804.6,1.48036506,5.516568562
438.75,3.787518598,5.896244147
553,1.471275845,6.033050167
664.3636364,1.454786788,6.222715719
741.5454545,1.380951857,6.608742475
598.8,1.353266511,6.739061873
559.9090909,1.390614055,7.059010033
723.4166667,1.228056872,7.298220736
772,1.080572666,7.791135452
709.8333333,2.160464907,8.294660535
618.4065934,1.094168617,8.189785953
719.3125,0.956599639,8.37167893
893.5625,0.711758461,9.458255853
299.5,5.499816279,2.980334448
309.8333333,0.694811219,2.002207358
369.0505051,1.44805742,2.469088629
393.925,1.455261747,2.498331104
465.4341737,0.282006851,2.997772575
485.3333333,1.46875762,3.434998328
508.5111111,1.471023658,3.440478261
524.5111111,1.463513853,3.464140468
558.9444444,1.552908378,3.393573579
486.6527778,1.793104091,3.454989967
564.7777778,1.511511661,3.593080268
551.3444444,1.470466811,3.586046823
542.1111111,1.540291029,3.416267559
614.7222222,1.576872209,3.753123746
576.1888889,1.555417361,3.404180602
571.7777778,1.523040424,3.811160535
534.3444444,1.529525228,3.635227425
567.4444444,1.517107266,4.776575251
258.25,3.976036185,3.575525084
325.4666667,2.862503069,1.544312709
268.25,4.671092224,1.643182274
258.7,2.999327076,1.720145485
245.85,3.012212151,1.5140301
209,3.147229756,1.519842809
281.1666667,3.743394266,1.505270903
308.8,3.133510135,1.641797659
444.5,6.618826005,1.777245819
282.3,3.107664769,1.476093645
246.2,3.253940535,1.577473244
293.2,3.164808423,1.728832776
292.95,3.053040359,1.500055184
311.4,3.069789443,1.812732441
346.8,3.039041422,1.799613712
422.7333333,3.096647258,1.661016722
645.1904762,1.390748252,3.541904682
480.5,9.781288943,1.717543478
21,10.99595598,1.822871237
593.5,2.238764557,2.099177258
726.8928571,1.966424431,3.333598662
723,1.909183182,3.224633779
781.9642857,1.977210052,3.30848495
781.3333333,1.642407913,4.034608696
838.6,1.555272832,4.461523411
797.8888889,1.660514558,4.041869565
868.8888889,1.707298749,4.037411371
857.1222222,1.540754357,4.644080268
845.4545455,1.426943063,5.123397993
851,1.399170951,4.978202341
841.2727273,1.342023246,5.007560201
833.0909091,1.374087313,5.104222408
799.3636364,1.361922208,5.515633779
403.1666667,5.930556509,0.432747492
643,13.18483914,1.749697324
605,6.697242915,1.331831104
505.9666667,2.997648656,1.519944816
575.6666667,2.585886829,2.139190635
403,7.092979597,1.721578595
544.6666667,2.282539241,2.48148495
642.9666667,2.474992387,2.338876254
632.6666667,2.433496657,2.472349498
644.8333333,2.334513235,2.669690635
708.5714286,2.0550911,2.689834448
612.5,6.874333822,2.479615385
620.8095238,2.256049121,2.396588629
698.4285714,2.073276145,2.975839465
591.6428571,2.149225895,2.72693311
634.3571429,2.017064915,2.766160535
624.6428571,2.029162103,3.063849498
524.4603175,0.961281357,2.647973244
322.3333333,2.733564733,1.450688963
358.6666667,2.691120791,1.640394649
382.85,3.077637842,1.586874582
403,2.990210125,1.584809365
404.5,2.598220667,1.778449833
406.7,2.682865316,1.679983278
376.6,2.895114628,1.695093645
425.4,2.893468574,1.654031773
418.2,2.953205312,1.867478261
459.5333333,2.754179886,2.052197324
457.3333333,2.710032104,2.006807692
474.1,2.674151102,2.161162207
538.1,2.725241881,2.345401338
525,2.682431926,2.482183946
509.3,2.67969094,2.397220736
521.4,2.659139482,2.652394649
525.6666667,2.676364738,2.49280602
549.8333333,2.665509925,2.966085284
606.9,2.672106253,2.663137124
604,2.634123571,3.102207358
638.8666667,2.704938879,2.907834448
576.3333333,2.664362993,3.189423077
570.0666667,2.657133114,3.137520067
589.5,2.619306985,3.106088629
624.8666667,2.630285014,3.538175585
604.5,2.623757152,3.369702341
624.1666667,2.604157873,3.500329431
621.8333333,2.350429798,3.876934783
644,2.167852312,4.435809365
640.7142857,2.097119187,4.510279264
649.2857143,2.154610485,4.585682274
648.9166667,1.825053625,4.654812709
665.1111111,1.737674401,5.918745819
681.7916667,1.683414358,5.952280936
648.8888889,1.604347685,6.197648829
646.6818182,1.471724856,6.52338796
634.1,1.45024753,7.541210702
567,1.250857787,7.822700669
593.1538462,1.165071557,8.390846154
535.5714286,1.050383224,9.233610368
374.2573529,0.924683765,10.29929933
488.7142857,0.931281555,10.36178261
534.15,3.232201336,2.587327759
477.4333333,2.835463761,3.187245819
627,2.81002515,3.360053512
632.2,2.714708028,3.31885786
672.1666667,2.542977722,3.748936455
653.0333333,2.633343932,3.197153846
657,2.635159332,3.885822742
620.3333333,2.487536514,3.788132107
646.2666667,2.621371608,3.569513378
707.1666667,2.473019753,3.996959866
701.6333333,2.490700383,4.078675585
658.5833333,2.717841352,3.775053512
713.7333333,2.826201659,3.704137124
608.0333333,2.790375863,3.419618729
659.3333333,2.531069547,4.084655518
669.3333333,2.605146766,3.712576923
637.2666667,2.591711556,3.893919732
537,2.541229585,2.277362876
566.125,1.51254118,0.012207358
380.3181818,1.509402648,0.080026756
488.8888889,1.562523686,3.859003344
561.6666667,1.563045078,4.809894649
627.2,1.544429546,5.445874582
617.275,1.538890252,5.655344482
578.0333333,1.545604378,5.583978261
630.2444444,1.535008748,6.805486622
645.1444444,1.552646079,5.861093645
674.9,1.547324256,6.165070234
742.1333333,1.54746492,5.764073579
707.5571429,1.531732772,6.708103679
671.7111111,1.554271127,6.000909699
696.6666667,1.546444333,5.894125418
731.9444444,1.544946446,6.428822742
710.4861111,1.552827366,5.679050167
641.4333333,1.254599999,1.818376254
491.5,9.020441142,1.412367893
545.1666667,3.20464283,2.63464214
612.95,3.408177308,2.125264214
526,3.242974234,2.2470301
551.5,3.630046433,2.167143813
581.6,3.198542833,2.385897993
585.9,3.172860647,2.245956522
538,3.084095566,2.219016722
502.25,3.338658458,2.309762542
435.2,3.239128325,2.247227425
530.2,3.206817903,2.497645485
533,3.403946666,2.116056856
509,3.44667537,2.053304348
525,3.849148981,2.06135786
548.35,3.309888338,2.428438127
479.75,3.787665052,2.067190635
528.25,3.503895077,2.19209699
539,14.92001479,0.187886288
770.1666667,0.865569182,1.851707358
477,3.101222411,0.965354515
536.5833333,3.419334431,1.245050167
551.3333333,2.118219984,1.221792642
641,2.281251803,2.006670569
477.3333333,5.125843446,1.33301505
571.25,2.605864446,1.576204013
646.4,3.093840527,1.244098662
407.75,4.37398617,1.228688963
589.25,3.082650004,1.243190635
530.5,4.109970977,1.027272575
662.3333333,4.312791852,1.047861204
534,3.804334584,1.239107023
479.4,3.093710019,1.268503344
819.1,0.869007365,2.082784281
376.875,1.581860441,0.695177258
43,11.56085294,2.651774247
374.8333333,2.562619991,1.495510033
395.1904762,2.342284302,1.954565217
346.2857143,2.116898605,1.755282609
383.9333333,2.716312272,1.62458194
422.0833333,2.737113834,1.509526756
459.3,2.663299731,1.694692308
370.3333333,2.672571032,1.589523411
430.8333333,2.271519837,1.641908027
466.5,2.4190142,1.734046823
466.1666667,2.329819565,2.006023411
489.4047619,2.147298329,1.932326087
488,2.40074188,2.041219064
514.1071429,2.042223656,2.358282609
113.5,7.852177836,2.333909699
522.3928571,2.099212361,2.243036789
532.375,1.986177115,2.722098662
565.1964286,2.034953098,2.781100334
569.4464286,1.948295209,2.828505017
501.3,3.546248377,3.415132107
600.75,1.829895746,3.193625418
574.5972222,1.78142039,3.195391304
640.7222222,1.771979441,3.524595318
670,1.509003581,4.149824415
710.5555556,1.603587344,4.23464214
706.3222222,1.529407575,4.22511204
733.8363636,1.486616807,4.712814381
773.2727273,1.399264844,5.380683946
827.2636364,1.445538045,5.215364548
815.9090909,1.399214906,5.498994983
805.5818182,1.402078352,5.497971572
808.6474359,1.198972284,6.303692308
733.3333333,1.032731122,6.875070234
700.1,0.759324134,8.203113712
620.8045113,0.753617917,8.703867893
637.6666667,1.81743187,3.693622074
509.0178571,2.058545253,4.077449833
543.2857143,2.026589244,4.16267893
560.7321429,1.976625522,3.983919732
578.8571429,2.171712542,3.968966555
511.5777778,1.445918361,3.590959866
398.9702381,0.276790266,2.570476589
493.7916667,1.794735857,2.636379599
516.6666667,1.554929382,3.062359532
500.7777778,1.512797676,3.087274247
576.9444444,1.646289842,2.692844482
915,1.391087375,3.086531773
795.8,1.856918126,3.066214047
441.6,1.506878498,3.266235786
489.9545455,1.45461041,3.246859532
805.7857143,1.785647639,3.224371237
364.9047619,1.497057589,3.340862876
399.1857143,1.509283774,3.209578595
386.5555556,1.755897765,3.024777592
489.7,1.491848639,3.578297659
515.5,1.46185505,3.521197324
663.7111111,1.247801068,4.252314381
438.75,3.479461782,2.336847826
395.1,3.266544788,1.476426421
476.5833333,3.548853232,1.187361204
451.4166667,3.797426555,1.475623746
466.25,3.80101166,1.392541806
494.9166667,3.979278744,1.259672241
369,7.913588258,1.289431438
433.15,3.848923676,1.490468227
427.3333333,4.105445352,1.195473244
426,3.629716753,1.55776087
477.6666667,4.646017902,1.613302676
457.25,3.824506961,1.630113712
485.75,3.632799855,1.864565217
519.1,3.39564872,2.096035117
477.6666667,7.769128345,2.054680602
477.25,3.656411931,1.939404682
497.25,3.292563653,2.05311204
579.35,3.117723534,2.711493311
463.2,3.205818875,2.320038462
505.7,3.213237036,2.221229097
524.6,2.989402361,2.540215719
547.4,2.786126562,3.100301003
550.9,2.932669831,2.837591973
548.1,3.161473623,2.74622408
625.8,2.735821271,3.534280936
616.9666667,2.651220734,3.226568562
584.5,2.643708904,3.818434783
676.8333333,2.587094193,3.582361204
627.3333333,2.498362822,3.759643813
681.6666667,2.548740448,3.996882943
737.7857143,2.325308029,4.248521739
703.5714286,2.14974551,4.805864548
754.1428571,2.148226732,5.029334448
814.1428571,2.193141654,4.756332776
751.1428571,2.103037377,5.262934783
838.9107143,1.933843455,5.562051839
867,1.841979129,6.219137124
905.8888889,1.646807798,5.541541806
935.6,1.444606427,7.03038796
939,1.276065281,8.403700669
831.1483516,1.119059032,9.390571906
899.2142857,1.063433064,9.674702341
767.2967033,1.120270487,3.160513378
767.2,0.735052338,2.375033445
157,7.296714512,1.606994983
650,2.876193466,1.492053512
558.6666667,6.414564519,1.561986622
425.0666667,2.939233979,1.761632107
483.8,3.170191228,1.386198997
636.2,3.001387688,1.616107023
589.6666667,2.898980839,1.789826087
780.3,2.877156938,1.72237291
621.6,2.949633041,1.844008361
664.75,3.489061197,1.782958194
579.75,3.580253126,1.599285953
602.25,3.626131529,1.512180602
615.2,2.847875582,1.430327759
727.5,3.779677683,1.975605351
642.2,3.116548872,1.747513378
824.7012987,0.654468768,1.935356187
277.2666667,2.768092247,2.492829431
329.7380952,2.193044975,1.951899666
454.0952381,2.153401291,3.09301505
492.125,2.082904548,3.381712375
436.3214286,2.000348911,3.895811037
533.9107143,1.983910722,3.865045151
524.9285714,2.003644581,4.287478261
508.7857143,2.03180855,3.999329431
580,2.033951473,3.970635452
528.4285714,2.080044675,4.19208194
524.75,2.007658678,4.372859532
554.8214286,2.029560116,4.034648829
534.125,2.08520547,4.06166388
536.3214286,2.090455069,4.249214047
538.5178571,2.117990978,3.919971572
519.4285714,2.081590352,4.362976589
457.3333333,5.216190978,0.695438127
550.1666667,7.688290496,1.764846154
523.3333333,6.001789645,0.832369565
543.4166667,4.214785194,1.305732441
553.5,3.843028876,1.391488294
527.5833333,4.278870336,1.08393311
557.5,4.215344383,1.355961538
485.75,4.6889932,0.989277592
450,3.602893127,1.2335
444.75,3.511919321,1.204506689
512.3333333,5.540416679,1.224816054
508.5833333,4.075137986,1.136929766
421,3.684760152,1.084846154
490,3.776252765,1.24683612
459.3333333,4.354257435,1.186219064
481.75,4.006090806,1.07573913
480.1666667,4.391049061,1.205959866
337.21875,0.511498838,2.004979933
329,4.291171281,3.515
382.4,1.467175279,3.568123746
432.5,1.465954105,3.708871237
569.9333333,1.471396084,4.596055184
612.7,1.478571915,4.888329431
686.1818182,1.468041835,5.608434783
374.5833333,4.425259912,5.619326087
526.6,1.468199148,5.698419732
539.4,1.490714903,5.120207358
588.6,1.50022062,5.642558528
645.1,1.496478677,5.984046823
553.7,1.480571173,5.874220736
566.0909091,1.478368509,5.756207358
633.9272727,1.465792255,5.68645485
622.5384615,1.151870493,6.091508361
619.5384615,1.150030402,6.427267559
601.45,1.379108694,6.155839465
431.3409091,1.57424901,2.431443144
524.984127,1.737847901,6.108214047
523.8055556,1.817179706,5.280051839
510.1388889,1.776644815,5.790707358
545.0972222,1.729460376,5.498235786
553.375,1.692298939,5.971628763
404.6666667,2.202098033,1.589327759
387.95,2.768975677,3.500237458
398.3333333,2.791494637,2.47445485
425.9,2.777676626,2.334374582
455.9333333,2.691706313,2.598468227
459.2,2.738271072,2.250622074
